FUNCTION_BLOCK,BODY_TYPE,RUNG,RUNG_NAME,OBJECT,OBJECT_TYPE_LIST,ATTRIBUTES
ServoAdjustment_HMIFB_ZBW,LD,103,"
ﾎﾟｲﾝﾄ10
",FbdObject,DataSource,"{'identifier': 'GD002_209[LD013]', 'out_list': ['5']}"
ServoAdjustment_HMIFB_ZBW,LD,103,"
ﾎﾟｲﾝﾄ10
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['6']}"
ServoAdjustment_HMIFB_ZBW,LD,103,"
ﾎﾟｲﾝﾄ10
",FbdObject,Block,"{'typeName': '+', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['4'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['5'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], '_outVar_out_order': ['2'], '_outVar_out_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,103,"
ﾎﾟｲﾝﾄ10
",FbdObject,DataSink,"{'identifier': 'GD002_209[LD013]', 'in_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,103,"
ﾎﾟｲﾝﾄ10
",LdObject,RightPowerRail,"{'in_list': ['7'], 'out_list': []}"
ServoAdjustment_HMIFB_ZBW,LD,104,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
ServoAdjustment_HMIFB_ZBW,LD,104,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['2']}"
ServoAdjustment_HMIFB_ZBW,LD,104,NONE,FbdObject,DataSource,"{'identifier': 'GD002_209[LD013]', 'out_list': ['3']}"
ServoAdjustment_HMIFB_ZBW,LD,104,NONE,FbdObject,Block,"{'typeName': '<=', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['1'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['2'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['3'], '_outVar_out_order': ['1'], '_outVar_out_list': ['4']}"
ServoAdjustment_HMIFB_ZBW,LD,104,NONE,FbdObject,DataSource,"{'identifier': 'GD002_209[LD013]', 'out_list': ['5']}"
ServoAdjustment_HMIFB_ZBW,LD,104,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['6']}"
ServoAdjustment_HMIFB_ZBW,LD,104,NONE,FbdObject,Block,"{'typeName': '-', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['4'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['5'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], '_outVar_out_order': ['2'], '_outVar_out_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,104,NONE,FbdObject,DataSink,"{'identifier': 'GD002_209[LD013]', 'in_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,104,NONE,LdObject,RightPowerRail,"{'in_list': ['7'], 'out_list': []}"
ServoAdjustment_HMIFB_ZBW,LD,105,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
ServoAdjustment_HMIFB_ZBW,LD,105,NONE,FbdObject,DataSource,"{'identifier': 'GD002_219[LD013]', 'out_list': ['2']}"
ServoAdjustment_HMIFB_ZBW,LD,105,NONE,FbdObject,DataSource,"{'identifier': 'LREAL#0', 'out_list': ['3']}"
ServoAdjustment_HMIFB_ZBW,LD,105,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['1'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['2'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['3'], '_outVar_out_order': ['1'], '_outVar_out_list': ['4']}"
ServoAdjustment_HMIFB_ZBW,LD,105,NONE,FbdObject,DataSource,"{'identifier': 'GD002_219[LD013]', 'out_list': ['5']}"
ServoAdjustment_HMIFB_ZBW,LD,105,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['6']}"
ServoAdjustment_HMIFB_ZBW,LD,105,NONE,FbdObject,Block,"{'typeName': '+', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['4'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['5'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], '_outVar_out_order': ['2'], '_outVar_out_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,105,NONE,FbdObject,DataSink,"{'identifier': 'GD002_219[LD013]', 'in_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,105,NONE,LdObject,RightPowerRail,"{'in_list': ['7'], 'out_list': []}"
ServoAdjustment_HMIFB_ZBW,LD,106,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
ServoAdjustment_HMIFB_ZBW,LD,106,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['2']}"
ServoAdjustment_HMIFB_ZBW,LD,106,NONE,FbdObject,DataSource,"{'identifier': 'GD002_219[LD013]', 'out_list': ['3']}"
ServoAdjustment_HMIFB_ZBW,LD,106,NONE,FbdObject,Block,"{'typeName': '<=', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['1'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['2'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['3'], '_outVar_out_order': ['1'], '_outVar_out_list': ['4']}"
ServoAdjustment_HMIFB_ZBW,LD,106,NONE,FbdObject,DataSource,"{'identifier': 'GD002_219[LD013]', 'out_list': ['5']}"
ServoAdjustment_HMIFB_ZBW,LD,106,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['6']}"
ServoAdjustment_HMIFB_ZBW,LD,106,NONE,FbdObject,Block,"{'typeName': '-', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['4'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['5'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], '_outVar_out_order': ['2'], '_outVar_out_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,106,NONE,FbdObject,DataSink,"{'identifier': 'GD002_219[LD013]', 'in_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,106,NONE,LdObject,RightPowerRail,"{'in_list': ['7'], 'out_list': []}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",CommonObject,Comment,{}
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'GD002_200[LD013]', 'out_list': ['2']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['3']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['1'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['2'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['3'], '_outVar_out_order': ['1'], '_outVar_out_list': ['4']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'GD002_210[LD013]', 'out_list': ['5']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['6']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['4'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['5'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['6'], '_outVar_out_order': ['1'], '_outVar_out_list': ['7']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'GD002_201[LD013]', 'out_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['9']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['7'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['8'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['9'], '_outVar_out_order': ['1'], '_outVar_out_list': ['10']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'GD002_211[LD013]', 'out_list': ['11']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['12']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['10'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['11'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['12'], '_outVar_out_order': ['1'], '_outVar_out_list': ['13']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'GD002_202[LD013]', 'out_list': ['14']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['15']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['13'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['14'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['15'], '_outVar_out_order': ['1'], '_outVar_out_list': ['16']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'GD002_212[LD013]', 'out_list': ['17']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['18']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['16'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['17'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['18'], '_outVar_out_order': ['1'], '_outVar_out_list': ['19']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'GD002_203[LD013]', 'out_list': ['20']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['21']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['19'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['20'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['21'], '_outVar_out_order': ['1'], '_outVar_out_list': ['22']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'GD002_213[LD013]', 'out_list': ['23']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['24']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['22'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['23'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['24'], '_outVar_out_order': ['1'], '_outVar_out_list': ['25']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'GD002_204[LD013]', 'out_list': ['26']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['27']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['25'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['26'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['27'], '_outVar_out_order': ['1'], '_outVar_out_list': ['28']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'GD002_214[LD013]', 'out_list': ['29']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['30']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['28'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['29'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['30'], '_outVar_out_order': ['1'], '_outVar_out_list': ['31']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",LdObject,Coil,"{'operand': 'LB151[LD013]', 'in_list': ['31'], 'out_list': ['32']}"
ServoAdjustment_HMIFB_ZBW,LD,107,"
ﾘﾐｯﾄ値計算
",LdObject,RightPowerRail,"{'in_list': ['32'], 'out_list': []}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'GD002_205[LD013]', 'out_list': ['2']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['3']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['1'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['2'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['3'], '_outVar_out_order': ['1'], '_outVar_out_list': ['4']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'GD002_215[LD013]', 'out_list': ['5']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['6']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['4'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['5'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['6'], '_outVar_out_order': ['1'], '_outVar_out_list': ['7']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'GD002_206[LD013]', 'out_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['9']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['7'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['8'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['9'], '_outVar_out_order': ['1'], '_outVar_out_list': ['10']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'GD002_216[LD013]', 'out_list': ['11']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['12']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['10'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['11'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['12'], '_outVar_out_order': ['1'], '_outVar_out_list': ['13']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'GD002_207[LD013]', 'out_list': ['14']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['15']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['13'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['14'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['15'], '_outVar_out_order': ['1'], '_outVar_out_list': ['16']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'GD002_217[LD013]', 'out_list': ['17']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['18']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['16'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['17'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['18'], '_outVar_out_order': ['1'], '_outVar_out_list': ['19']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'GD002_208[LD013]', 'out_list': ['20']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['21']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['19'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['20'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['21'], '_outVar_out_order': ['1'], '_outVar_out_list': ['22']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'GD002_218[LD013]', 'out_list': ['23']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['24']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['22'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['23'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['24'], '_outVar_out_order': ['1'], '_outVar_out_list': ['25']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'GD002_209[LD013]', 'out_list': ['26']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['27']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['25'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['26'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['27'], '_outVar_out_order': ['1'], '_outVar_out_list': ['28']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'GD002_219[LD013]', 'out_list': ['29']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,DataSource,"{'identifier': 'LD120[LD013]', 'out_list': ['30']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,FbdObject,Block,"{'typeName': '<', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['28'], 'In1_inVar_in_order': ['2'], 'In1_inVar_in_list': ['29'], 'In2_inVar_in_order': ['3'], 'In2_inVar_in_list': ['30'], '_outVar_out_order': ['1'], '_outVar_out_list': ['31']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,LdObject,Coil,"{'operand': 'LB152[LD013]', 'in_list': ['31'], 'out_list': ['32']}"
ServoAdjustment_HMIFB_ZBW,LD,108,NONE,LdObject,RightPowerRail,"{'in_list': ['32'], 'out_list': []}"
ServoAdjustment_HMIFB_ZBW,LD,109,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
ServoAdjustment_HMIFB_ZBW,LD,109,NONE,LdObject,Contact,"{'operand': 'LB151[LD013]', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
ServoAdjustment_HMIFB_ZBW,LD,109,NONE,LdObject,Contact,"{'operand': 'LB152[LD013]', 'negated': 'false', 'in_list': ['2'], 'out_list': ['3']}"
ServoAdjustment_HMIFB_ZBW,LD,109,NONE,LdObject,Coil,"{'operand': 'LB150[LD013]', 'in_list': ['3'], 'out_list': ['4']}"
ServoAdjustment_HMIFB_ZBW,LD,109,NONE,LdObject,RightPowerRail,"{'in_list': ['4'], 'out_list': []}"
ServoAdjustment_HMIFB_ZBW,LD,110,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
ServoAdjustment_HMIFB_ZBW,LD,110,NONE,LdObject,Contact,"{'operand': 'LB150[LD013]', 'negated': 'true', 'in_list': ['1'], 'out_list': ['2']}"
ServoAdjustment_HMIFB_ZBW,LD,110,NONE,FbdObject,Jump,{}
ServoAdjustment_HMIFB_ZBW,LD,111,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
ServoAdjustment_HMIFB_ZBW,LD,111,NONE,FbdObject,DataSource,"{'identifier': '0', 'out_list': ['2']}"
ServoAdjustment_HMIFB_ZBW,LD,111,NONE,FbdObject,Block,{}
ServoAdjustment_HMIFB_ZBW,LD,111,NONE,LdObject,RightPowerRail,"{'in_list': ['3'], 'out_list': []}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,LdObject,Contact,"{'operand': 'LB144', 'edge': 'rising', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSource,"{'identifier': 'LD080', 'out_list': ['3']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['3'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['4'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['5']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSink,"{'identifier': 'GD002_100[LD013]', 'in_list': ['5']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSource,"{'identifier': 'LD081', 'out_list': ['6']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['6'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['7'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSink,"{'identifier': 'GD002_105[LD013]', 'in_list': ['8']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSource,"{'identifier': 'LD082', 'out_list': ['9']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['9'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['10'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['11']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSink,"{'identifier': 'GD002_110[LD013]', 'in_list': ['11']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSource,"{'identifier': 'LD083', 'out_list': ['12']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['12'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['13'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['14']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSink,"{'identifier': 'GD002_115[LD013]', 'in_list': ['14']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSource,"{'identifier': 'LD084', 'out_list': ['15']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['15'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['16'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['17']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSink,"{'identifier': 'GD002_120[LD013]', 'in_list': ['17']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,DataSource,"{'identifier': 'LD085', 'out_list': ['18']}"
ServoAdjustment_HMIFB_ZBW,LD,112,NONE,FbdObject,Block,"{'typeName': 'MOVE', 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['2'], 'In_inVar_in_order': ['2'], 'In_inVar_in_list': ['18'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['19'], 'Out_outVar_out_order': ['2'], 'Out_outVar_out_list': ['20']}"
